Causas (lista perinatal reducida);Sexo;Nacional;Comunidades y Ciudades Autónomas;Total
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;País Vasco;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Rioja, La;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Ceuta;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Total;Melilla;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Hombres;Extranjero;;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;;3
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Andalucía;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Aragón;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Asturias, Principado de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Balears, Illes;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Canarias;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Cantabria;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Castilla y León;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Castilla-La Mancha;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Catalu¤a;1
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Comunitat Valenciana;1
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Extremadura;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Galicia;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Madrid, Comunidad de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Murcia, Región de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Navarra, Comunidad Foral de;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;País Vasco;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Rioja, La;1
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Ceuta;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Total;Melilla;0
78 Otras malformaciones congénitas no clasificadas en otra parte;Mujeres;Extranjero;;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;;10
79-82 Anomalías cromosómicas;Ambos sexos;Total;Andalucía;1
79-82 Anomalías cromosómicas;Ambos sexos;Total;Aragón;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Asturias, Principado de;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Balears, Illes;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Canarias;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Cantabria;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Castilla y León;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Castilla-La Mancha;1
79-82 Anomalías cromosómicas;Ambos sexos;Total;Catalu¤a;4
79-82 Anomalías cromosómicas;Ambos sexos;Total;Comunitat Valenciana;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Extremadura;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Galicia;1
79-82 Anomalías cromosómicas;Ambos sexos;Total;Madrid, Comunidad de;2
79-82 Anomalías cromosómicas;Ambos sexos;Total;Murcia, Región de;1
79-82 Anomalías cromosómicas;Ambos sexos;Total;Navarra, Comunidad Foral de;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;País Vasco;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Rioja, La;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Ceuta;0
79-82 Anomalías cromosómicas;Ambos sexos;Total;Melilla;0
79-82 Anomalías cromosómicas;Ambos sexos;Extranjero;;0
79-82 Anomalías cromosómicas;Hombres;Total;;4
79-82 Anomalías cromosómicas;Hombres;Total;Andalucía;1
79-82 Anomalías cromosómicas;Hombres;Total;Aragón;0
79-82 Anomalías cromosómicas;Hombres;Total;Asturias, Principado de;0
79-82 Anomalías cromosómicas;Hombres;Total;Balears, Illes;0
79-82 Anomalías cromosómicas;Hombres;Total;Canarias;0
79-82 Anomalías cromosómicas;Hombres;Total;Cantabria;0
79-82 Anomalías cromosómicas;Hombres;Total;Castilla y León;0
79-82 Anomalías cromosómicas;Hombres;Total;Castilla-La Mancha;0
79-82 Anomalías cromosómicas;Hombres;Total;Catalu¤a;2
79-82 Anomalías cromosómicas;Hombres;Total;Comunitat Valenciana;0
79-82 Anomalías cromosómicas;Hombres;Total;Extremadura;0
79-82 Anomalías cromosómicas;Hombres;Total;Galicia;0
79-82 Anomalías cromosómicas;Hombres;Total;Madrid, Comunidad de;1
79-82 Anomalías cromosómicas;Hombres;Total;Murcia, Región de;0
79-82 Anomalías cromosómicas;Hombres;Total;Navarra, Comunidad Foral de;0
79-82 Anomalías cromosómicas;Hombres;Total;País Vasco;0
79-82 Anomalías cromosómicas;Hombres;Total;Rioja, La;0
79-82 Anomalías cromosómicas;Hombres;Total;Ceuta;0
79-82 Anomalías cromosómicas;Hombres;Total;Melilla;0
79-82 Anomalías cromosómicas;Hombres;Extranjero;;0
79-82 Anomalías cromosómicas;Mujeres;Total;;6
79-82 Anomalías cromosómicas;Mujeres;Total;Andalucía;0
79-82 Anomalías cromosómicas;Mujeres;Total;Aragón;0
79-82 Anomalías cromosómicas;Mujeres;Total;Asturias, Principado de;0
79-82 Anomalías cromosómicas;Mujeres;Total;Balears, Illes;0
79-82 Anomalías cromosómicas;Mujeres;Total;Canarias;0
79-82 Anomalías cromosómicas;Mujeres;Total;Cantabria;0
79-82 Anomalías cromosómicas;Mujeres;Total;Castilla y León;0
79-82 Anomalías cromosómicas;Mujeres;Total;Castilla-La Mancha;1
79-82 Anomalías cromosómicas;Mujeres;Total;Catalu¤a;2
79-82 Anomalías cromosómicas;Mujeres;Total;Comunitat Valenciana;0
79-82 Anomalías cromosómicas;Mujeres;Total;Extremadura;0
79-82 Anomalías cromosómicas;Mujeres;Total;Galicia;1
79-82 Anomalías cromosómicas;Mujeres;Total;Madrid, Comunidad de;1
79-82 Anomalías cromosómicas;Mujeres;Total;Murcia, Región de;1
79-82 Anomalías cromosómicas;Mujeres;Total;Navarra, Comunidad Foral de;0
79-82 Anomalías cromosómicas;Mujeres;Total;País Vasco;0
79-82 Anomalías cromosómicas;Mujeres;Total;Rioja, La;0
79-82 Anomalías cromosómicas;Mujeres;Total;Ceuta;0
79-82 Anomalías cromosómicas;Mujeres;Total;Melilla;0
79-82 Anomalías cromosómicas;Mujeres;Extranjero;;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;;19
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Andalucía;4
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Aragón;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Asturias, Principado de;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Balears, Illes;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Canarias;3
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Cantabria;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Castilla y León;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Castilla-La Mancha;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Catalu¤a;4
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Comunitat Valenciana;3
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Extremadura;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Galicia;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Madrid, Comunidad de;2
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Murcia, Región de;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Navarra, Comunidad Foral de;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;País Vasco;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Rioja, La;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Ceuta;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Total;Melilla;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Ambos sexos;Extranjero;;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;;8
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Andalucía;3
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Aragón;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Asturias, Principado de;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Balears, Illes;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Canarias;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Cantabria;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Castilla y León;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Castilla-La Mancha;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Catalu¤a;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Comunitat Valenciana;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Extremadura;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Galicia;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Madrid, Comunidad de;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Murcia, Región de;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Navarra, Comunidad Foral de;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;País Vasco;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Rioja, La;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Ceuta;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Total;Melilla;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Hombres;Extranjero;;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;;11
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Andalucía;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Aragón;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Asturias, Principado de;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Balears, Illes;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Canarias;3
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Cantabria;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Castilla y León;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Castilla-La Mancha;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Catalu¤a;3
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Comunitat Valenciana;2
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Extremadura;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Galicia;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Madrid, Comunidad de;1
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Murcia, Región de;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Navarra, Comunidad Foral de;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;País Vasco;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Rioja, La;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Ceuta;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Total;Melilla;0
83-89 I-XIV,XVIII.Otras enfermedades del feto y del recién nacido;Mujeres;Extranjero;;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;;5
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Andalucía;1
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Aragón;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Asturias, Principado de;1
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Balears, Illes;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Canarias;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Cantabria;1
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Castilla y León;1
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Castilla-La Mancha;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Catalu¤a;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Comunitat Valenciana;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Extremadura;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Galicia;1
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Madrid, Comunidad de;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Murcia, Región de;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Navarra, Comunidad Foral de;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;País Vasco;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Rioja, La;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Ceuta;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Total;Melilla;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Ambos sexos;Extranjero;;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;;1
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Andalucía;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Aragón;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Asturias, Principado de;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Balears, Illes;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Canarias;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Cantabria;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Castilla y León;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Castilla-La Mancha;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Catalu¤a;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Comunitat Valenciana;0
90-93 XX.Causas externas de lesiones ocurridas al recién nacido;Hombres;Total;Extremadura;0
